,company_name,location,notice_date,layoff_date,employees_affected,Recieved Date
0,PVA Downtown,San Antonio,2023-10-31 00:00:00,2023-12-04 00:00:00,20.0,2023-10-31 00:00:00
1,PVA Medical Center,San Antonio,2023-10-31 00:00:00,2023-12-04 00:00:00,10.0,2023-10-31 00:00:00
2,Builders FirstSource (Grandview),Grandview,2023-10-31 00:00:00,2023-12-30 00:00:00,76.0,2023-10-31 00:00:00
3,Cygnus Home Service LLC. (Abilene),Abilene,2023-10-26 00:00:00,2023-12-15 00:00:00,5.0,2023-10-26 00:00:00
4,Cygnus Home Service LLC (Alvin),Alvin,2023-10-26 00:00:00,2023-12-15 00:00:00,6.0,2023-10-26 00:00:00
5,Cygnus Home Service LLC. (Conroe),Conroe,2023-10-26 00:00:00,2023-12-15 00:00:00,9.0,2023-10-26 00:00:00
6,Cygnus Home Service LLC. (Houston),Houston,2023-10-26 00:00:00,2023-12-15 00:00:00,13.0,2023-10-26 00:00:00
7,Cygnus Home Services LLC. (Lubbock),Lubbock,2023-10-26 00:00:00,2023-12-15 00:00:00,8.0,2023-10-26 00:00:00
8,Cygnus Home Services LLC. (Mt. Pleasant),Mt Pleasant,2023-10-26 00:00:00,2023-12-15 00:00:00,10.0,2023-10-26 00:00:00
9,Cygnus Home Services LLC. (Nacogdoches),Nacogdoches,2023-10-26 00:00:00,2023-12-15 00:00:00,8.0,2023-10-26 00:00:00
10,Cygnus Home Services LLC. (Odessa),Odessa,2023-10-26 00:00:00,2023-10-26 00:00:00,8.0,2023-10-26 00:00:00
11,Cygnus Home Services LLC. (Pampa),Pampa,2023-10-26 00:00:00,2023-12-15 00:00:00,7.0,2023-10-26 00:00:00
12,Cygnus Home Services LLC. (Round Rock),Round Rock,2023-10-26 00:00:00,2023-10-26 00:00:00,11.0,2023-10-26 00:00:00
13,Cygnus Home Services LLC. (San Angelo),San Angelo,2023-10-26 00:00:00,2023-12-15 00:00:00,5.0,2023-10-26 00:00:00
14,Cygnus Home Services LLC. (Schertz),Schertz,2023-10-26 00:00:00,2023-12-15 00:00:00,6.0,2023-10-26 00:00:00
15,Cygnus Home Services LLC. (Sherman),Sherman,2023-10-26 00:00:00,2023-12-15 00:00:00,7.0,2023-10-26 00:00:00
16,Cygnus Home Services LLC. (Waco),Waco,2023-10-26 00:00:00,2023-12-15 00:00:00,6.0,2023-10-26 00:00:00
17,MV-Transportation Austin (North Yard),Austin,2023-10-25 00:00:00,2023-12-31 00:00:00,400.0,2023-10-25 00:00:00
18,MV- Transportation Austin (South Yard),Austin,2023-10-25 00:00:00,2023-12-31 00:00:00,778.0,2023-10-25 00:00:00
19,"Ericsson, Inc.",Plano,2023-10-23 00:00:00,2024-01-05 00:00:00,6.0,2023-10-23 00:00:00
20,XTO Energy Inc. (Tyler),Tyler,2023-10-23 00:00:00,2023-12-20 00:00:00,1.0,2023-10-23 00:00:00
21,XTO Energy Inc. (Jewett #2),Jewett,2023-10-23 00:00:00,2023-12-20 00:00:00,9.0,2023-10-23 00:00:00
22,XTO Energy Inc. (Teague #2),Teague,2023-10-23 00:00:00,2023-12-20 00:00:00,11.0,2023-10-23 00:00:00
23,XTO Energy Inc. (Donie #2),Donie,2023-10-23 00:00:00,2023-12-20 00:00:00,46.0,2023-10-23 00:00:00
24,XTO Energy Inc. (Franklin),Franklin,2023-10-20 00:00:00,2023-12-20 00:00:00,15.0,2023-10-20 00:00:00
25,XTO Energy Inc. (Jewett),Jewett,2023-10-20 00:00:00,2023-12-20 00:00:00,18.0,2023-10-20 00:00:00
26,XTO Energy Inc. (Donie),Donie,2023-10-20 00:00:00,2023-12-20 00:00:00,20.0,2023-10-20 00:00:00
27,"GulfMark Energy, Inc.(Chico)",Chico,2023-10-19 00:00:00,2023-11-01 00:00:00,6.0,2023-10-19 00:00:00
28,"GulfMark Energy, Inc.(Electra)",Electra,2023-10-19 00:00:00,2023-11-01 00:00:00,18.0,2023-10-19 00:00:00
29,"GulfMark Energy, Inc. (Bowie)",Bowie,2023-10-19 00:00:00,2023-11-01 00:00:00,15.0,2023-10-19 00:00:00
30,"GulfMark Energy, Inc.",Gainesville,2023-10-19 00:00:00,2023-11-01 00:00:00,7.0,2023-10-19 00:00:00
31,Southwestern Health Resources,Farmers Branch,2023-10-18 00:00:00,2023-12-31 00:00:00,288.0,2023-10-18 00:00:00
32,LegalZoom.com,Austin,2023-10-12 00:00:00,2023-12-15 00:00:00,122.0,2023-10-12 00:00:00
33,"Mittera Group, Inc.",Carrollton,2023-10-10 00:00:00,2023-12-09 00:00:00,136.0,2023-10-10 00:00:00
34,Accenture LLP (Austin),Austin,2023-10-10 00:00:00,2023-12-08 00:00:00,351.0,2023-10-10 00:00:00
35,"Reata Pharmaceuticals, Inc.(Legacy)",Plano,2023-10-09 00:00:00,2023-11-27 00:00:00,113.0,2023-10-09 00:00:00
36,L3Harris Technologies,Rockwall,2023-10-09 00:00:00,2023-11-30 00:00:00,268.0,2023-10-09 00:00:00
37,Fluor Enterprises-M&G Jumbo Project,Corpus Ch,2023-10-09 00:00:00,2023-09-28 00:00:00,66.0,2023-10-09 00:00:00
38,American Medical Response (Fort Worth#2),Fort Worth,2023-10-09 00:00:00,2023-09-03 00:00:00,156.0,2023-10-09 00:00:00
39,Raytheon Technologies,Dallas,2023-10-09 00:00:00,2023-12-08 00:00:00,38.0,2023-10-09 00:00:00
40,Invista-Nylon Chemicals Americas,Orange,2023-10-06 00:00:00,2023-10-27 00:00:00,239.0,2023-10-06 00:00:00
41,Parker Hannifan-HVAC Division,Mesquite,2023-10-04 00:00:00,2023-12-02 00:00:00,76.0,2023-10-04 00:00:00
42,Stitch Fix,Dallas,2023-10-02 00:00:00,2023-12-01 00:00:00,558.0,2023-10-02 00:00:00
43,Owens-Brockway Glass Container Inc.,Waco,2023-09-21 00:00:00,2023-10-16 00:00:00,300.0,2023-09-21 00:00:00
44,Off Lease LLC,Katy,2023-09-19 00:00:00,2023-09-07 00:00:00,103.0,2023-09-19 00:00:00
45,Compass United,San Antonio,2023-09-19 00:00:00,2023-10-29 00:00:00,104.0,2023-09-19 00:00:00
46,Aramark @Trinity Mother Frances Hospital,Tyler,2023-09-18 00:00:00,2023-10-31 00:00:00,163.0,2023-09-18 00:00:00
47,Aramark Christus Children's Hospital,San Antonio,2023-09-18 00:00:00,2023-10-31 00:00:00,71.0,2023-09-18 00:00:00
48,Aramark Christus Santa Rosa Westover Hills,San Antonio,2023-09-18 00:00:00,2023-10-31 00:00:00,73.0,2023-09-18 00:00:00
49,Aramark Christus Hospital St.Elizabeth,Beaumont,2023-09-18 00:00:00,2023-10-31 00:00:00,87.0,2023-09-18 00:00:00
50,Aramark Christus St. Michael HospitL,Texarkana,2023-09-18 00:00:00,2023-10-31 00:00:00,87.0,2023-09-18 00:00:00
51,Aramark Christus Spohn Shoreline,Corpus Christi,2023-09-18 00:00:00,2023-10-31 00:00:00,116.0,2023-09-18 00:00:00
52,Aramark @ Christus Good Shepard Medical Center,Longview,2023-09-18 00:00:00,2023-10-31 00:00:00,97.0,2023-09-18 00:00:00
53,Raytheon Technologies,Dallas,2023-09-12 00:00:00,2023-09-11 00:00:00,27.0,2023-09-12 00:00:00
54,Watts Regulators Co.,San Antonio,2023-09-08 00:00:00,2023-11-06 00:00:00,31.0,2023-09-08 00:00:00
55,ED Tucker Powersports,Ft. Worth,2023-09-07 00:00:00,2023-10-30 00:00:00,165.0,2023-09-07 00:00:00
56,"GXO Logistics of Texas Supply Chain, Inc",Wilmer,2023-08-31 00:00:00,2023-10-31 00:00:00,92.0,2023-08-31 00:00:00
57,Freedom Graphic Systems Inc.,Grand Prairie,2023-08-29 00:00:00,2023-11-17 00:00:00,59.0,2023-08-29 00:00:00
58,Holiday Inn Club Vacations-Pantego,Pantego,2023-08-29 00:00:00,2023-10-27 00:00:00,56.0,2023-08-29 00:00:00
59,Carling Technologies,Brownsville,2023-08-25 00:00:00,2023-11-03 00:00:00,83.0,2023-08-25 00:00:00
60,VSPOne Dallas,Lewisville,2023-08-24 00:00:00,2023-10-26 00:00:00,15.0,2023-08-24 00:00:00
61,Harland Clarke Corp,Grapevine,2023-08-23 00:00:00,2023-12-01 00:00:00,130.0,2023-08-23 00:00:00
62,CVS Health (Richardson),Richardson,2023-08-23 00:00:00,2023-10-21 00:00:00,167.0,2023-08-23 00:00:00
63,"S&B Plant Services, LTD. (Deer Park)",Deer Park,2023-08-18 00:00:00,2023-10-02 00:00:00,163.0,2023-08-18 00:00:00
64,"S&B Plant Services, LTD (Pasadena)",Pasadena,2023-08-18 00:00:00,2023-10-02 00:00:00,32.0,2023-08-18 00:00:00
65,"S&B Plant Service, LTD (La Porte)",La Porte,2023-08-18 00:00:00,2023-10-02 00:00:00,3.0,2023-08-18 00:00:00
66,"Appfolio, Inc.",Richardson,2023-08-18 00:00:00,2023-11-15 00:00:00,38.0,2023-08-18 00:00:00
67,"Wayforth, LLC (Cedar Park)",Cedar Park,2023-08-17 00:00:00,2023-08-18 00:00:00,10.0,2023-08-17 00:00:00
68,"Wayforth, LLC (Grapevine)",Grapevine,2023-08-17 00:00:00,2023-08-18 00:00:00,15.0,2023-08-17 00:00:00
69,"Wayforth, LLC (Houston)",Houston,2023-08-17 00:00:00,2023-08-18 00:00:00,16.0,2023-08-17 00:00:00
70,Bob Evans Foods (Sulphur Springs),Sulphur Springs,2023-07-14 00:00:00,2023-09-08 00:00:00,94.0,2023-07-14 00:00:00
71,Honeywell Intelligrated,Arlington,2023-08-08 00:00:00,2023-10-27 00:00:00,80.0,2023-08-08 00:00:00
72,"Babylon, Inc",Austin,2023-08-08 00:00:00,2023-08-07 00:00:00,94.0,2023-08-08 00:00:00
73,TATA Consultancy Services,Austin,2023-08-08 00:00:00,2023-10-02 00:00:00,85.0,2023-08-08 00:00:00
74,"PSW Real Estate, LLC",Austin,2023-08-04 00:00:00,2023-07-31 00:00:00,87.0,2023-08-04 00:00:00
75,Regal Rexnord,Mission,2023-08-03 00:00:00,2023-09-30 00:00:00,78.0,2023-08-03 00:00:00
76,Compass Group,Sugar Land,2023-08-03 00:00:00,2023-08-01 00:00:00,153.0,2023-08-03 00:00:00
77,Yellow Freight (Dallas),Dallas,2023-08-01 00:00:00,2023-07-28 00:00:00,530.0,2023-08-01 00:00:00
78,Yellow Freight (Abilene),Abilene,2023-08-03 00:00:00,2023-07-28 00:00:00,4.0,2023-08-03 00:00:00
79,Yellow Freight (Fort Worth},Fort Worth,2023-08-03 00:00:00,2023-07-28 00:00:00,84.0,2023-08-03 00:00:00
80,Yellow Freight (El Paso),El Paso,2023-08-03 00:00:00,2023-07-28 00:00:00,45.0,2023-08-03 00:00:00
81,Yellow Freight (Sherman),Sherman,2023-08-03 00:00:00,2023-07-28 00:00:00,25.0,2023-08-03 00:00:00
82,Yellow Freight (Waco),Waco,2023-08-03 00:00:00,2023-07-28 00:00:00,17.0,2023-08-03 00:00:00
83,FedEx Supply Chain Logistics & Electronics (Ft. Worth),Fort Worth,2023-08-02 00:00:00,2023-09-23 00:00:00,280.0,2023-08-02 00:00:00
84,"Ericsson, Inc.",Plano,2023-08-01 00:00:00,2023-09-29 00:00:00,64.0,2023-08-01 00:00:00
85,Vibra Hospital of Desoto,DeSoto,2023-07-27 00:00:00,2023-09-29 00:00:00,76.0,2023-07-27 00:00:00
86,Ventra Health,Fort Worth,2023-07-19 00:00:00,2023-10-09 00:00:00,64.0,2023-07-19 00:00:00
87,"David's Bridal, LLC (Frisco)",Frisco,2023-07-17 00:00:00,2023-07-17 00:00:00,53.0,2023-07-17 00:00:00
88,"David's Bridal, LLC (Arlington)",Arlington,2023-07-17 00:00:00,2023-07-17 00:00:00,27.0,2023-07-17 00:00:00
89,"David's Bridal, LLC (Friendswood)",Friendswood,2023-07-17 00:00:00,2023-07-17 00:00:00,35.0,2023-07-17 00:00:00
90,"David's Bridal, LLC (610 & San Felipe Shop Center)",Houston,2023-07-17 00:00:00,2023-07-17 00:00:00,39.0,2023-07-17 00:00:00
91,"David's Bridal, LLC (San Antonio)",San Antonio,2023-07-17 00:00:00,2023-07-17 00:00:00,38.0,2023-07-17 00:00:00
92,"David's Bridal, LLC (Houston North The Woodlands)",Woodlands,2023-07-17 00:00:00,2023-07-17 00:00:00,41.0,2023-07-17 00:00:00
93,"David's Bridal, LLC (Hurst)",Hurst,2023-07-17 00:00:00,2023-07-17 00:00:00,25.0,2023-07-17 00:00:00
94,"David's Bridal, LLC (North Dallas)",Dallas,2023-07-17 00:00:00,2023-07-17 00:00:00,33.0,2023-07-17 00:00:00
95,"David's Bridal, LLC (Mesquite)",Mesquite,2023-07-17 00:00:00,2023-07-17 00:00:00,27.0,2023-07-17 00:00:00
96,"David's Bridal, LLC (Beaumont)",Beaumont,2023-07-17 00:00:00,2023-07-17 00:00:00,21.0,2023-07-17 00:00:00
97,"David's Bridal, LLC (Lewisville)",Lewisville,2023-07-17 00:00:00,2023-07-17 00:00:00,28.0,2023-07-17 00:00:00
98,"David's Bridal, LLC (Tyler)",Tyler,2023-07-17 00:00:00,2023-07-17 00:00:00,31.0,2023-07-17 00:00:00
99,"David's Bridal, LLC (McAllen)",McAllen,2023-07-17 00:00:00,2023-07-17 00:00:00,31.0,2023-07-17 00:00:00
100,"David's Bridal, LLC (Sugar Land)",Sugar Land,2023-07-17 00:00:00,2023-07-17 00:00:00,38.0,2023-07-17 00:00:00
101,"David's Bridal, LLC (North Austin)",Austin,2023-07-17 00:00:00,2023-07-17 00:00:00,43.0,2023-07-17 00:00:00
102,"David's Bridal, LLC (Waco)",Waco,2023-07-17 00:00:00,2023-07-17 00:00:00,30.0,2023-07-17 00:00:00
103,"David's Bridal, LLC (Corpus Christie)",Corpus Christi,2023-07-17 00:00:00,2023-07-17 00:00:00,21.0,2023-07-17 00:00:00
104,"David's Bridal, LLC (Fort Worth)",Fort Worth,2023-07-17 00:00:00,2023-07-17 00:00:00,29.0,2023-07-17 00:00:00
105,"David's Bridal, LLC (Abilene)",Abilene,2023-07-17 00:00:00,2023-07-17 00:00:00,19.0,2023-07-17 00:00:00
106,"David's Bridal, LLC (San Antonio Bexar County)",San Antonio,2023-07-17 00:00:00,2023-07-17 00:00:00,25.0,2023-07-17 00:00:00
107,"David's Bridal, LLC (College Station)",College Station,2023-07-17 00:00:00,2023-07-17 00:00:00,14.0,2023-07-17 00:00:00
108,"David's Bridal, LLC (El Paso)",El Paso,2023-07-17 00:00:00,2023-07-17 00:00:00,26.0,2023-07-17 00:00:00
109,"David's Bridal, LLC (Austin South)",Austin,2023-07-17 00:00:00,2023-07-17 00:00:00,26.0,2023-07-17 00:00:00
110,"David's Bridal, LLC (Lubbock)",Lubbock,2023-07-17 00:00:00,2023-07-17 00:00:00,31.0,2023-07-17 00:00:00
111,S&B Industry Inc.,Fort Worth,2023-07-05 00:00:00,2023-07-21 00:00:00,115.0,2023-07-05 00:00:00
112,AAC Holding Corporation,Dallas,2023-06-29 00:00:00,2023-08-16 00:00:00,188.0,2023-06-29 00:00:00
113,Management Training Corporation (Sanders Estes Unit),Venus,2023-06-29 00:00:00,2023-08-31 00:00:00,120.0,2023-06-29 00:00:00
114,"Aramark Campus, LLC at New Braunfels ISD",New Braunfels,2023-06-29 00:00:00,2023-06-30 00:00:00,59.0,2023-06-29 00:00:00
115,"Packers Sanitation Services, Inc. (PSSI) Center, Texas",Center,2023-06-27 00:00:00,2023-06-09 00:00:00,93.0,2023-06-27 00:00:00
116,Management & Training Corporation (Cleveland TX),Cleveland,2023-06-27 00:00:00,2023-08-31 00:00:00,107.0,2023-06-27 00:00:00
117,"Federal Heath Sign Company, LLC",Euless,2023-06-27 00:00:00,2023-09-01 00:00:00,47.0,2023-06-27 00:00:00
118,Management & Training Corporation (MTC) - Diboll,Diboll,2023-06-27 00:00:00,2023-08-31 00:00:00,101.0,2023-06-27 00:00:00
119,Cognizant Technology Solutions,Austin,2023-06-23 00:00:00,2023-08-20 00:00:00,56.0,2023-06-23 00:00:00
120,Accenture Austin),Austin,2023-06-15 00:00:00,2023-08-14 00:00:00,218.0,2023-06-15 00:00:00
121,"Neilsen and Bainbridge, LLC",Austin,2023-06-15 00:00:00,2023-05-23 00:00:00,116.0,2023-06-15 00:00:00
122,Southeast Service Corporation (Bastrop Independent School District),Bastrop,2023-06-15 00:00:00,2023-08-05 00:00:00,91.0,2023-06-15 00:00:00
123,Nucor Steel (Longview),Longview,2023-06-14 00:00:00,2023-08-18 00:00:00,173.0,2023-06-14 00:00:00
124,Federal Express Corporation (Temple),Temple,2023-06-08 00:00:00,2023-09-04 00:00:00,58.0,2023-06-08 00:00:00
125,Chartwells (Midland ISD),Midland,2023-06-07 00:00:00,2023-06-30 00:00:00,74.0,2023-06-07 00:00:00
126,Attala Steele Industries (Hilsboro Plant),Hillsboro,2023-06-01 00:00:00,2023-05-26 00:00:00,126.0,2023-06-01 00:00:00
127,"Diversified Technical Services, INC. (San Antonio)",San Antonio,2023-05-30 00:00:00,2023-07-31 00:00:00,137.0,2023-05-30 00:00:00
128,Scribe Media LLC,Austin,2023-05-25 00:00:00,2023-05-24 00:00:00,90.0,2023-05-25 00:00:00
129,Central Garden & Pet (Manufacturing),Athens,2023-05-22 00:00:00,2023-06-27 00:00:00,80.0,2023-05-22 00:00:00
130,Wipro,Austin,2023-05-18 00:00:00,2023-06-30 00:00:00,64.0,2023-05-18 00:00:00
131,[24]7.ai,Dallas,2023-05-17 00:00:00,2023-07-07 00:00:00,69.0,2023-05-17 00:00:00
132,USAA - (San Antonio) Fredericksburg Rd.,San Antonio,2023-05-16 00:00:00,2023-07-14 00:00:00,235.0,2023-05-16 00:00:00
133,Accenture LLP (Austin),Austin,2023-05-16 00:00:00,2023-06-27 00:00:00,549.0,2023-05-16 00:00:00
134,Durham School Services-Brenham,Brenham,2023-05-16 00:00:00,2023-07-31 00:00:00,81.0,2023-05-16 00:00:00
135,ABM Industries at the University of Texas San Antonio,San Antonio,2023-05-15 00:00:00,2023-03-31 00:00:00,86.0,2023-05-15 00:00:00
136,"Bedding Acquisition, LLC (Grand Prairie Plant)",Grand Prairie,2023-05-10 00:00:00,2023-05-26 00:00:00,23.0,2023-05-10 00:00:00
137,"GXO Logistics of Texas, LLC (Fort Worth) Comcast Facility",Fort Worth,2023-05-10 00:00:00,2023-06-30 00:00:00,105.0,2023-05-10 00:00:00
138,Village Farms,Monahans,2023-05-10 00:00:00,2023-08-01 00:00:00,27.0,2023-05-10 00:00:00
139,Aventi Technologies,Carrollton,2023-05-08 00:00:00,2023-05-12 00:00:00,272.0,2023-05-08 00:00:00
140,DHL Supply Chain - Missouri City,Missouri City,2023-05-03 00:00:00,2023-06-30 00:00:00,123.0,2023-05-03 00:00:00
141,DHL Supply Chain - Sugar Land,Sugar Land,2023-05-03 00:00:00,2023-06-30 00:00:00,29.0,2023-05-03 00:00:00
142,"Makita U.S.A., Inc. Distribution Center",Wilmer,2023-05-03 00:00:00,2023-06-28 00:00:00,4.0,2023-05-03 00:00:00
143,"Makita U.S.A., Inc. Factory Service Center",Houston,2023-05-03 00:00:00,2023-06-28 00:00:00,7.0,2023-05-03 00:00:00
144,Stanley Black & Decker-Fort Worth,Fort Worth,2023-04-25 00:00:00,2023-05-19 00:00:00,175.0,2023-04-25 00:00:00
145,Walmart #4795 Grapevine,Grapevine,2023-04-20 00:00:00,2023-07-13 00:00:00,133.0,2023-04-20 00:00:00
146,"HCS Renewable Energy, LLC",El Campo,2023-04-19 00:00:00,2023-06-18 00:00:00,62.0,2023-04-19 00:00:00
147,"Packers Sanitation Services- Cactus, Texas",Cactus,2023-04-18 00:00:00,2023-05-30 00:00:00,113.0,2023-04-18 00:00:00
148,Aramark Campus LLC Trininty University (San Antonio),San Antonio,2023-04-05 00:00:00,2023-05-31 00:00:00,120.0,2023-04-05 00:00:00
149,"Premier Auto Management, LLC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ",El Paso,2023-04-06 00:00:00,2023-06-02 00:00:00,12.0,2023-04-06 00:00:00
150,Chalk Mountain Services of Texas LLC,Kermit,2023-04-05 00:00:00,2023-05-31 00:00:00,98.0,2023-04-05 00:00:00
151,Hunter Douglas Fabrication Company (Custom Brands Group),McKinney,2023-04-05 00:00:00,2023-06-09 00:00:00,100.0,2023-04-05 00:00:00
152,"Molecular Templates, Inc. (MTEM)",Austin,2023-04-04 00:00:00,2023-05-29 00:00:00,84.0,2023-04-04 00:00:00
153,Ibex Global Solutions (San Antonio),San Antonio,2023-04-03 00:00:00,2023-06-02 00:00:00,227.0,2023-04-03 00:00:00
154,Walmart #1258,Fort Worth,2023-03-31 00:00:00,2023-06-02 00:00:00,1047.0,2023-03-31 00:00:00
155,"Saten, Inc.",Fort Worth,2023-03-22 00:00:00,2023-05-13 00:00:00,54.0,2023-03-22 00:00:00
156,Ibase Operations Corporation,Austin,2023-03-15 00:00:00,2023-05-31 00:00:00,81.0,2023-03-15 00:00:00
157,Trellis Company,Round Rock,2023-03-14 00:00:00,2023-04-04 00:00:00,105.0,2023-03-14 00:00:00
158,"Penske Logistics, LLC-Keller",Keller,2023-03-20 00:00:00,2023-05-20 00:00:00,152.0,2023-03-20 00:00:00
159,"Security Specialists, Inc (Austin)",Austin,2023-03-08 00:00:00,2023-04-28 00:00:00,240.0,2023-03-08 00:00:00
160,"Southwest General Hospital, LP",San Antonio,2023-03-03 00:00:00,2023-05-01 00:00:00,827.0,2023-03-03 00:00:00
161,EP Lamination,El Paso,2023-03-02 00:00:00,2023-05-02 00:00:00,53.0,2023-03-02 00:00:00
162,Interceramic Austin Showroom,Austin,2023-02-28 00:00:00,2023-08-31 00:00:00,17.0,2023-02-28 00:00:00
163,Interceramic Fort Worth Showroom,Fort Worth,2023-02-28 00:00:00,2023-05-31 00:00:00,12.0,2023-02-28 00:00:00
164,Interceramic Manufacturing Facility,Garland,2023-02-28 00:00:00,2023-02-22 00:00:00,161.0,2023-02-28 00:00:00
165,Interceramic Tile & Stone Gallery,Dallas,2023-02-28 00:00:00,2023-08-31 00:00:00,15.0,2023-02-28 00:00:00
166,Interceramic Corporate Office and Distribution Center,Carrollton,2023-02-27 00:00:00,2023-03-31 00:00:00,118.0,2023-02-27 00:00:00
167,Interceramic Houston Showroom (Clay Road),Houston,2023-02-27 00:00:00,2023-08-31 00:00:00,35.0,2023-02-27 00:00:00
168,Interceramic Houston-Spring Showroom,Spring,2023-02-27 00:00:00,2023-05-31 00:00:00,7.0,2023-02-27 00:00:00
169,Interceramic Plano Showroom,Plano,2023-02-27 00:00:00,2023-05-31 00:00:00,4.0,2023-02-27 00:00:00
170,Interceramic San Antonio Showroom,San Antonio,2023-02-27 00:00:00,2023-08-31 00:00:00,19.0,2023-02-27 00:00:00
171,SNL Distribution Services Corporation,Denton,2023-02-27 00:00:00,2023-03-31 00:00:00,60.0,2023-02-27 00:00:00
172,"TuSimple, Inc. (Fort Worth)",Fort Worth,2023-02-27 00:00:00,2023-02-17 00:00:00,10.0,2023-02-27 00:00:00
173,"TuSimple, Inc. (Hutchins)",Hutchins,2023-02-27 00:00:00,2023-02-17 00:00:00,10.0,2023-02-27 00:00:00
174,Boston Scientific Corporation,Houston,2023-02-23 00:00:00,2023-04-23 00:00:00,120.0,2023-02-23 00:00:00
175,Deer Park Nursing and Rehab Center LLC,Deer Park,2023-02-16 00:00:00,2023-02-08 00:00:00,40.0,2023-02-16 00:00:00
176,TaskUs (San Antonio),San Antonio,2023-02-16 00:00:00,2023-02-24 00:00:00,186.0,2023-02-16 00:00:00
177,"Wix.com, Inc.",Austin,2023-02-21 00:00:00,2023-04-16 00:00:00,100.0,2023-02-21 00:00:00
178,St. Mark's Medical Center,La Grange,2023-02-15 00:00:00,2023-02-17 00:00:00,64.0,2023-02-15 00:00:00
179,Walmart Store #7310,Katy,2023-02-08 00:00:00,2023-05-19 00:00:00,92.0,2023-02-09 00:00:00
180,"Misfits Market Technologies, INC (Fullfillment Center)",Fort Worth,2023-02-07 00:00:00,2023-04-08 00:00:00,121.0,2023-02-07 00:00:00
181,"Skorpios Technologies, Inc.",Austin,2023-02-07 00:00:00,2023-04-01 00:00:00,60.0,2023-02-07 00:00:00
182,Packaging Corporation of America (Woodway),Woodway,2023-02-07 00:00:00,2023-03-28 00:00:00,65.0,2023-02-07 00:00:00
183,Owens Corning Amarillo Facility,Amarillo,2023-02-07 00:00:00,2023-04-04 00:00:00,200.0,2023-02-07 00:00:00
184,"Transde,v Inc,",Lancaster,2023-01-31 00:00:00,2023-01-30 00:00:00,83.0,2023-01-31 00:00:00
185,"Bedding Acquisition, LLC",Grand Prairie,2023-01-31 00:00:00,2023-03-31 00:00:00,74.0,2023-01-31 00:00:00
186,Georgia Pacific Gypsum,Quanah,2023-02-02 00:00:00,2023-04-01 00:00:00,158.0,2023-02-02 00:00:00
187,"PTW Energy Services, Inc.",Midland,2023-02-02 00:00:00,2023-04-03 00:00:00,9.0,2023-02-02 00:00:00
188,Eddy Foods,Yoakum,2023-02-02 00:00:00,2023-02-15 00:00:00,140.0,2023-02-02 00:00:00
189,Owens-Brockway Glass Container Inc.,Waco,2023-01-31 00:00:00,2023-01-31 00:00:00,90.0,2023-02-03 00:00:00
190,"ABM Texas General Services, Inc",Austin,2023-01-27 00:00:00,2023-01-16 00:00:00,255.0,2023-01-27 00:00:00
191,Sumitomo Electric Wiring Systems,El Paso,2023-01-20 00:00:00,2023-03-31 00:00:00,110.0,2023-01-20 00:00:00
192,Service Experts,Richardson,2023-01-25 00:00:00,2023-03-10 00:00:00,76.0,2023-01-25 00:00:00
193,Bed Bath and Beyond (Lewisville),Lewisville,2023-01-25 00:00:00,2023-03-26 00:00:00,374.0,2023-01-25 00:00:00
194,State Farm at City Line Building 1-4,Richardson,2023-01-24 00:00:00,2023-03-31 00:00:00,125.0,2023-01-24 00:00:00
195,Genpact LLC,Richardson,2023-01-19 00:00:00,2023-03-31 00:00:00,964.0,2023-01-19 00:00:00
196,The Pictsweet Company,San Antonio,2023-01-16 00:00:00,2023-03-17 00:00:00,77.0,2023-01-16 00:00:00
197,"RateGenius Loan Services, Inc.",Austin,2023-01-12 00:00:00,2023-01-11 00:00:00,139.0,2023-01-12 00:00:00
198,Ryder Inc.,Austin,2023-01-11 00:00:00,2023-03-18 00:00:00,801.0,2023-01-11 00:00:00
199,TUSimple,Dallas,2023-01-10 00:00:00,2023-12-21 00:00:00,76.0,2023-01-10 00:00:00
200,Southwest Key Programs-Casa Blanca,San Antonio,2023-01-09 00:00:00,2023-02-14 00:00:00,85.0,2023-01-09 00:00:00
201,Information Technology Coalition Inc. (Irving),Irving,2023-01-05 00:00:00,2023-01-31 00:00:00,370.0,2023-01-05 00:00:00
202,"Monitronics International, Inc. dba Brinks Home",Dallas,2023-01-06 00:00:00,2023-03-03 00:00:00,20.0,2023-01-06 00:00:00
203,HII Mission Technologies,San Antonio,2022-12-21 00:00:00,2023-02-28 00:00:00,68.0,2022-12-21 00:00:00
204,American General Life Insurance Company,Amarillo,2022-12-02 00:00:00,2023-02-01 00:00:00,461.0,2022-12-02 00:00:00
205,Catalent Cell Therapy,Webster,2022-11-15 00:00:00,2023-01-15 00:00:00,77.0,2022-11-22 00:00:00
206,Home Point Financial Corporation,Dallas,2022-11-18 00:00:00,2022-11-18 00:00:00,49.0,2022-11-18 00:00:00
207,"Bedding Acquisition, LLC",Grand Prairie,2022-11-16 00:00:00,2023-01-16 00:00:00,95.0,2022-11-18 00:00:00
208,"Meta Platforms, Inc. (West 3rd)",Austin,2022-11-16 00:00:00,2023-01-13 00:00:00,154.0,2022-11-16 00:00:00
